#timestamp,x,y,z,w,qx,qy,qz
46,-0.000306832,0.00201258,-0.000919245,1,0.000816792,4.78574e-05,0.000539215
47,0.00309361,0.00260291,0.000862606,0.999999,0.000896789,-0.000512006,0.000481763
48,-0.0032883,0.0011355,-7.51795e-05,1,0.000562031,0.000735879,0.000323724
49,0.000307395,-0.0018251,-0.00128115,1,-0.000372097,4.19008e-05,0.000390521
50,0.00101201,0.00218959,-0.000224809,1,0.000793532,-0.000483175,0.000345034
51,0.000687718,0.00208363,-0.000320753,1,0.000828711,-0.000403726,0.00029038
52,0.00125189,-0.000419222,0.00014261,1,0.000318763,-0.000215943,9.75016e-05
53,-0.00150218,-0.00144951,-0.000111627,1,0.00014218,0.000465233,1.97403e-05
54,0.000583156,-0.00221175,-0.000463385,1,0.000288201,-9.35627e-05,4.52548e-05
55,0.00192029,0.00203729,0.000159133,0.999998,0.00165723,-0.000265416,0.000456751
56,0.00120946,-0.00244776,0.000239712,1,0.000202123,-0.000266923,0.000192152
57,-0.00216429,-0.00242535,-0.00199074,1,1.1834e-05,0.000565253,-1.06768e-05
58,-0.000513808,-0.000701585,-0.000202556,1,0.000508264,-4.02571e-05,0.000165637
59,-0.0029814,-0.00452544,-0.00288232,1,-0.00050819,0.000635937,-5.23533e-05
60,-0.000893882,0.000368014,-0.000220204,1,0.000730224,3.3911e-05,0.000168672
61,-0.000745493,-0.000594387,-0.00078183,1,0.000481169,0.000192458,0.000319906
62,-0.0004494,8.61648e-05,-0.000734268,1,0.000600886,0.000163771,0.000284806
63,-0.00118842,-0.000350662,0.000275577,1,0.000430758,0.000162297,5.57638e-05
64,-0.000397852,-0.000297324,-0.000983733,1,0.00057495,0.000100725,0.000209656
65,0.00166847,0.00138016,0.000563621,0.999999,0.00129093,-0.000555316,0.000512753
66,0.00126501,-0.00194852,0.00034699,1,0.000319789,-0.000314578,0.000302136
67,-0.000563068,-0.000573906,0.000474932,1,0.000477321,0.000128124,6.17478e-05
68,-0.00190795,0.00110837,-0.000127966,0.999999,0.000954229,0.00039693,0.000246643
69,0.0014646,-0.00182166,0.00020351,1,0.000239125,-0.000375068,0.000237118
70,0.000792828,-0.00164486,-0.000300643,1,0.00045563,-0.000370988,0.000177802
71,0.00118461,-0.00184829,0.000801416,1,0.00033124,-0.000549146,0.000306962
72,-0.00224878,-0.00372011,-0.00310671,1,-5.01907e-05,0.000506721,0.000236539
73,-0.000138952,0.00223169,-0.000715499,0.999998,0.00197038,-0.000192109,0.000509329
74,-0.00243737,-0.00273257,-0.00119852,0.999999,0.00101325,0.000441286,4.08748e-05
75,-0.00111843,0.000515527,-0.000652141,0.999998,0.00193989,0.000126549,0.000335226
76,-0.00172982,-0.000220776,-0.000718428,0.999999,0.00153275,0.000238967,0.000354268
77,-0.00149012,0.00107802,-0.000605382,0.999998,0.00202761,0.000197922,0.000345562
78,-0.00441456,-0.00528322,-0.000545286,1,0.000304402,0.000943887,-5.99674e-05
79,-0.00121224,0.0015067,0.00020514,0.999998,0.00203627,6.69789e-05,0.000525318
80,-0.000276222,0.00071371,-0.000818904,0.999998,0.00188917,-3.21794e-05,0.000412565
81,-0.00121834,-0.00277115,-0.00387037,1,0.000666542,0.000415687,0.00048338
82,-0.00229516,-0.00154441,-0.000732923,0.999999,0.00106164,0.000722644,0.000121459
83,-0.00124664,-0.000520057,-0.0007254,0.999999,0.00150998,0.000258136,0.000378516
84,-0.00156166,-0.0013742,-0.000711401,0.999999,0.00148583,0.000167694,0.000374514
85,-0.0021777,-0.000868101,-0.00202487,0.999999,0.00146807,0.000450956,0.000559839
86,0.000536616,-0.00247173,-0.000421791,0.999999,0.00121011,-0.000275534,0.000242662
87,-0.00115581,-0.000222333,-0.000476925,0.999998,0.0017294,5.57211e-05,0.000636108
88,-0.00402157,-0.00327296,-0.00124879,0.999999,0.000972331,0.000687387,0.000638462
89,-0.000397918,-0.0021502,0.000341304,0.999999,0.0013198,-0.000240528,0.000639847
90,0.00292891,-0.00408635,-0.000427001,0.999999,0.000884674,-0.000981384,0.000805416
91,0.00202143,-0.00341555,-0.000876311,0.999999,0.00110342,-0.000747328,0.000318675
92,0.00236389,-0.00322421,-0.000637425,0.999999,0.000774662,-0.000882766,0.000974436
93,-0.00171237,-0.00170388,-0.00129479,0.999999,0.0013603,0.000237585,0.000253193
94,-0.000460217,-0.00454836,-8.32578e-06,0.999999,0.000939535,-0.000323306,0.000433289
95,-0.0016131,-0.00390151,-0.00209401,0.999999,0.000787479,7.44873e-05,0.000626267
96,7.92095e-07,-0.00382897,-0.000864345,0.999999,0.000953639,-0.000340142,0.000410748
97,0.000360608,-0.00371138,1.59308e-05,0.999999,0.00143628,-0.000484367,0.000677153
98,-0.000430746,-0.00493866,-0.000596572,0.999999,0.000815059,-0.000305042,0.000703122
99,0.00223401,-0.00136904,-0.0012052,0.999997,0.00194388,-0.000938915,0.00124692
100,0.000339426,-0.000901347,-0.000433883,0.999996,0.00260755,-0.000277424,0.000705371
101,0.00270059,-0.00454896,-0.00094347,0.999998,0.00190806,0.000147621,0.00103154
102,0.00228827,-0.00401072,-0.000820351,0.999995,0.00291044,0.00130836,0.000822644
103,0.00131923,-0.00861571,-0.000226837,0.999994,0.00251154,0.0024219,0.000542418
104,0.0010114,-0.00742325,2.64309e-05,0.999983,0.0047133,0.0028207,0.00187215
105,0.0017807,-0.0114217,0.000886524,0.999969,0.00668652,0.00310059,0.00277131
106,0.000113525,-0.0152257,0.00592027,0.999912,0.0120424,0.0036594,0.0042531
107,-0.0028748,-0.0218347,0.00913025,0.999827,0.0171277,0.00435227,0.00577036
108,-0.00174207,-0.031556,0.0139215,0.999795,0.0191022,0.00430372,0.00524265
109,-0.00281784,-0.0407605,0.0151864,0.999717,0.0223095,0.00374627,0.00742028
110,-0.00464026,-0.057587,0.0198997,0.999611,0.0259346,0.00316994,0.00970896
111,-0.00773691,-0.0735333,0.0222846,0.99951,0.029384,0.00290491,0.0103838
112,-0.0135888,-0.0962576,0.0243277,0.999407,0.0322757,0.00289913,0.0116464
113,-0.01229,-0.117227,0.0251732,0.999382,0.0329694,0.00208844,0.0120257
114,-0.0135456,-0.139043,0.025163,0.999357,0.0337819,0.00213708,0.0117846
115,-0.0144205,-0.153519,0.0254685,0.99933,0.0348222,0.00244268,0.0109968
116,-0.0164525,-0.164958,0.030339,0.999348,0.0343834,0.00291598,0.0105943
117,-0.018026,-0.170151,0.0320877,0.999338,0.034826,0.00300961,0.0101284
118,-0.0196879,-0.173943,0.0383114,0.99937,0.034168,0.00319902,0.00903517
119,-0.0206138,-0.169359,0.0447588,0.99939,0.0337106,0.00337056,0.00847383
120,-0.0251398,-0.168482,0.0522347,0.999431,0.0326523,0.0038823,0.00749228
121,-0.0258883,-0.166254,0.0584395,0.999464,0.0315861,0.0037083,0.00776912
122,-0.0279031,-0.166659,0.0642307,0.999525,0.0294658,0.00367045,0.00824209
123,-0.026417,-0.165424,0.0677621,0.999518,0.0294713,0.00254388,0.00944218
124,-0.0297837,-0.167038,0.070785,0.999562,0.0278683,0.00286886,0.00950463
125,-0.0311416,-0.169173,0.0752411,0.99958,0.0270804,0.00268402,0.00998238
126,-0.0248026,-0.167408,0.077122,0.999549,0.0284273,0.00126264,0.00955501
127,-0.0292448,-0.17447,0.0771171,0.999597,0.0266177,0.00243439,0.00955539
128,-0.028006,-0.17547,0.0783651,0.999594,0.026924,0.00177901,0.00913062
129,-0.0282026,-0.183445,0.0785347,0.999614,0.0261917,0.00181704,0.00904765
130,-0.0282131,-0.184868,0.0786935,0.99959,0.0269934,0.00199743,0.00935969
131,-0.0294172,-0.191605,0.077471,0.99961,0.0261658,0.00206557,0.00949894
132,-0.0296487,-0.198592,0.0761142,0.999627,0.0255612,0.0021439,0.00936996
133,-0.0264179,-0.206937,0.0747107,0.999662,0.0240996,0.00167798,0.00963934
134,-0.0283274,-0.211072,0.0722842,0.999713,0.0220865,0.00254021,0.0089625
135,-0.026427,-0.217899,0.0690987,0.999831,0.0159484,0.0021406,0.00884621
136,-0.0192435,-0.216935,0.0639094,0.9999,0.0103883,0.000866857,0.00955637
137,-0.0217013,-0.229554,0.0655527,0.999978,0.0017394,0.00302617,0.00569698
138,-0.0175312,-0.23668,0.064516,0.999989,-0.00160045,0.00332664,0.00290131
139,-0.0195179,-0.243156,0.0646432,0.999979,-0.00267388,0.00556019,-0.00203465
140,-0.0211985,-0.254763,0.06717,0.999942,-0.00257996,0.00767957,-0.00711361
141,-0.0224709,-0.267656,0.0700176,0.999906,-0.00145665,0.00926672,-0.00998953
142,-0.0213019,-0.274864,0.0734097,0.999869,0.00218482,0.0102342,-0.0123531
143,-0.018958,-0.286728,0.0761831,0.999822,0.00489691,0.011562,-0.0140893
144,-0.0242768,-0.297645,0.0822605,0.999815,0.00639222,0.0140204,-0.0115233
145,-0.0290886,-0.30996,0.0873623,0.999799,0.00842016,0.0172328,-0.00585141
146,-0.0375627,-0.323452,0.0968741,0.999704,0.00945459,0.0224296,0.000221804
147,-0.030756,-0.335747,0.0985858,0.999549,0.0123193,0.0262845,0.00767813
148,-0.0295988,-0.351965,0.107152,0.99925,0.0125005,0.0339955,0.0137163
149,-0.0360975,-0.364747,0.115212,0.998721,0.0134296,0.0443304,0.0202458
150,-0.0428489,-0.370432,0.121277,0.998022,0.0147649,0.0556175,0.0253036
151,-0.0503611,-0.381215,0.128347,0.997136,0.014241,0.0675537,0.0308822
152,-0.0503931,-0.397418,0.135839,0.996163,0.0134728,0.0783895,0.0365169
153,-0.0519073,-0.400779,0.147912,0.99506,0.0148396,0.0894555,0.0404113
154,-0.0533859,-0.411496,0.153258,0.994013,0.015125,0.0983331,0.0451659
155,-0.0538597,-0.42761,0.159191,0.993079,0.0138456,0.105704,0.0492764
156,-0.0614119,-0.429925,0.169768,0.992075,0.0145631,0.114145,0.0504617
157,-0.0600194,-0.45467,0.172685,0.991358,0.0115246,0.118749,0.0545452
158,-0.0654018,-0.454099,0.186144,0.99057,0.013404,0.124771,0.0549834
159,-0.0619583,-0.457045,0.187661,0.990052,0.0150902,0.127628,0.0572733
160,-0.0720163,-0.4614,0.205531,0.98912,0.0145884,0.134386,0.0580366
161,-0.0754819,-0.467709,0.216884,0.988144,0.0136982,0.140383,0.060631
162,-0.0784758,-0.48112,0.223672,0.986969,0.0111759,0.147157,0.0641234
163,-0.0761195,-0.478917,0.22707,0.985976,0.0121854,0.152451,0.0667893
164,-0.0843144,-0.488516,0.243507,0.984235,0.0100943,0.162789,0.0684005
165,-0.0798359,-0.493597,0.253252,0.982535,0.00954654,0.171263,0.0721268
166,-0.080783,-0.503273,0.26582,0.980108,0.00743412,0.183012,0.0764205
167,-0.0844736,-0.507695,0.278795,0.977391,0.00691602,0.195494,0.0802511
168,-0.0880468,-0.516222,0.29167,0.974264,0.00555519,0.208625,0.0851774
169,-0.0883142,-0.518902,0.302887,0.970897,0.00498968,0.221978,0.0897809
170,-0.0842741,-0.52208,0.313862,0.967346,0.00393509,0.234691,0.0956352
171,-0.0785533,-0.519859,0.317981,0.963746,0.00416072,0.246589,0.101837
172,-0.0831025,-0.518855,0.33827,0.959102,0.00452935,0.262261,0.106403
173,-0.0819228,-0.519703,0.350672,0.954629,0.00389265,0.276038,0.111672
174,-0.0874879,-0.529963,0.368962,0.949555,0.00152127,0.29106,0.116732
175,-0.0909553,-0.527439,0.385503,0.944326,0.00181704,0.305289,0.122651
176,-0.0797745,-0.532082,0.394046,0.9401,0.000317981,0.315685,0.128664
177,-0.0826337,-0.535023,0.408078,0.935131,-0.000517125,0.328921,0.131688
178,-0.0855348,-0.532167,0.426539,0.929584,-3.11548e-05,0.342005,0.137499
179,-0.0845447,-0.534173,0.441967,0.924516,-0.000705471,0.354016,0.141214
180,-0.0756115,-0.530071,0.452275,0.92009,-0.000641807,0.363391,0.146225
181,-0.0797104,-0.542576,0.475384,0.913794,-0.00399454,0.37717,0.150691
182,-0.07812,-0.534237,0.486424,0.908478,-0.00208053,0.388027,0.155238
183,-0.0747533,-0.530668,0.501998,0.903078,-0.003714,0.399246,0.158239
184,-0.074782,-0.530233,0.518601,0.897323,-0.0038891,0.410205,0.162874
185,-0.0760221,-0.528163,0.541376,0.890981,-0.00336986,0.422512,0.166208
186,-0.071427,-0.532507,0.558624,0.885082,-0.00474901,0.43309,0.170413
187,-0.0731155,-0.53005,0.575262,0.879147,-0.00228389,0.443951,0.173214
188,-0.0731356,-0.528205,0.598561,0.872816,-0.000120766,0.454961,0.17664
189,-0.07096,-0.529714,0.621749,0.866423,0.00135763,0.465425,0.180799
190,-0.0673603,-0.535325,0.643449,0.860179,0.00204293,0.47491,0.185874
191,-0.0668729,-0.531595,0.659372,0.853958,0.00499114,0.483603,0.191986
192,-0.0646082,-0.531567,0.679908,0.847667,0.00565497,0.493224,0.195345
193,-0.061594,-0.532523,0.697476,0.84134,0.00674689,0.502701,0.19848
194,-0.0584666,-0.536583,0.717124,0.834559,0.0064233,0.51219,0.20281
195,-0.0580642,-0.534701,0.739423,0.827538,0.0083563,0.521984,0.206503
196,-0.0593576,-0.53557,0.760294,0.820084,0.0102713,0.531817,0.211014
197,-0.0537763,-0.532677,0.785306,0.813017,0.0121244,0.540643,0.21578
198,-0.0488767,-0.533986,0.799376,0.806894,0.0136452,0.5477,0.220818
199,-0.0521424,-0.545187,0.821296,0.798674,0.0139171,0.557602,0.225845
200,-0.0502518,-0.544731,0.84117,0.791611,0.0150951,0.566117,0.229426
201,-0.0513258,-0.54607,0.862223,0.783855,0.0169819,0.574869,0.234112
202,-0.0493509,-0.548527,0.877397,0.777093,0.0172307,0.582871,0.236836
203,-0.0506732,-0.550996,0.892444,0.770252,0.0158022,0.590323,0.240792
204,-0.0512154,-0.544206,0.90969,0.763536,0.01568,0.597413,0.244673
205,-0.0431842,-0.537918,0.923191,0.757625,0.0135318,0.603223,0.248886
206,-0.0453293,-0.537729,0.936652,0.751137,0.00990961,0.610502,0.250965
207,-0.0464546,-0.53729,0.948034,0.745391,0.00671342,0.616282,0.254054
208,-0.0451578,-0.533849,0.9725,0.739294,0.0040635,0.623112,0.255264
209,-0.0455123,-0.533555,0.975974,0.7367,0.002397,0.625439,0.257085
210,-0.0430782,-0.535934,0.992075,0.733164,0.00102133,0.629151,0.258144
211,-0.0424126,-0.535243,1.00398,0.730853,0.00303179,0.631437,0.259099
212,-0.0418574,-0.542247,1.02171,0.728012,0.00185086,0.634892,0.258664
213,-0.0395262,-0.534795,1.03195,0.727375,0.00545729,0.635711,0.258394
214,-0.0358226,-0.539209,1.04202,0.726718,0.00468365,0.636428,0.258493
215,-0.037798,-0.539117,1.05894,0.725528,0.00426041,0.637016,0.260388
216,-0.0384776,-0.534815,1.07195,0.725435,0.00385925,0.636496,0.261919
217,-0.0366875,-0.537683,1.07855,0.726208,0.00250848,0.63436,0.26496
218,-0.0340698,-0.529412,1.09502,0.72631,0.00418051,0.633388,0.266975
219,-0.0327168,-0.530429,1.11003,0.726845,0.00485391,0.631513,0.269932
220,-0.0274802,-0.537921,1.12557,0.726591,0.00538591,0.630167,0.273728
221,-0.0243865,-0.537256,1.13555,0.728037,0.00778087,0.627048,0.276971
222,-0.0195455,-0.534024,1.13838,0.729635,0.0104652,0.624452,0.278539
223,-0.0119641,-0.52839,1.15928,0.729363,0.0112204,0.626182,0.275318
224,-0.00643631,-0.528893,1.15853,0.73107,0.00874192,0.6258,0.271726
225,0.000640973,-0.534877,1.1775,0.731197,0.00534625,0.627616,0.267247
226,0.00598587,-0.52069,1.16662,0.735002,0.00730744,0.625179,0.262432
227,0.0106972,-0.529215,1.17205,0.736943,0.00398779,0.624639,0.258312
228,0.0230153,-0.525856,1.18359,0.737229,0.00324958,0.626005,0.254166
229,0.0274816,-0.526984,1.18591,0.739011,0.00285492,0.624843,0.251845
230,0.034224,-0.529785,1.19053,0.739836,0.0016962,0.62486,0.249378
231,0.048875,-0.521419,1.19718,0.739177,0.00296833,0.626389,0.247477
232,0.0581338,-0.521636,1.19925,0.737371,0.00471598,0.628907,0.246449
233,0.0673447,-0.523555,1.20917,0.733606,0.00721111,0.632975,0.24721
234,0.074435,-0.521559,1.21085,0.729119,0.0126103,0.637774,0.247935
235,0.0848899,-0.524642,1.21781,0.72246,0.0176551,0.644385,0.250016
236,0.0936772,-0.524349,1.21894,0.715646,0.0222949,0.651012,0.252065
237,0.0978234,-0.520228,1.22251,0.707236,0.0260169,0.659459,0.253483
238,0.100836,-0.521451,1.22547,0.698818,0.0263833,0.667106,0.256763
239,0.107222,-0.527768,1.22869,0.6902,0.023945,0.673767,0.262846
240,0.113708,-0.529243,1.2284,0.682888,0.0230163,0.678759,0.269111
241,0.109569,-0.53037,1.22979,0.676371,0.0233965,0.682184,0.276765
242,0.11743,-0.547002,1.22675,0.671064,0.0184761,0.684381,0.284526
243,0.11881,-0.554487,1.22773,0.666406,0.0161899,0.686293,0.290935
244,0.118611,-0.564771,1.22284,0.663089,0.0151485,0.687676,0.295272
245,0.120586,-0.581315,1.21585,0.66039,0.0141595,0.688591,0.299211
246,0.122674,-0.600522,1.20768,0.658075,0.0139031,0.689538,0.302129
247,0.127113,-0.619502,1.19815,0.656279,0.0145401,0.690216,0.304448
248,0.128343,-0.635694,1.18593,0.654897,0.0149505,0.691026,0.305565
249,0.124508,-0.642737,1.17364,0.653685,0.0184733,0.691335,0.307264
250,0.135007,-0.668506,1.15971,0.652604,0.015327,0.69307,0.305822
251,0.138592,-0.682285,1.14818,0.651613,0.0145521,0.694727,0.304211
252,0.144539,-0.69382,1.13534,0.651182,0.0118911,0.696363,0.301494
253,0.154898,-0.70741,1.12272,0.650891,0.00695968,0.698402,0.297535
254,0.153475,-0.718775,1.10108,0.651336,0.00284358,0.698767,0.295767
255,0.163124,-0.725935,1.08982,0.650988,-0.00171632,0.700556,0.292289
256,0.172974,-0.736306,1.07906,0.650637,-0.005631,0.701934,0.289705
257,0.175403,-0.745741,1.06294,0.650421,-0.0071866,0.702386,0.289057
258,0.182583,-0.750044,1.04507,0.650566,-0.00583045,0.70173,0.290353
259,0.188119,-0.759409,1.02703,0.650379,-0.00381557,0.700692,0.293298
260,0.200496,-0.766055,1.01613,0.649992,-0.00310327,0.700354,0.294965
261,0.214211,-0.780584,1.01367,0.648903,-0.0063513,0.70173,0.294039
262,0.22138,-0.781516,0.997956,0.649172,-0.00502743,0.70222,0.292299
263,0.229838,-0.785104,0.978943,0.649548,-0.00475581,0.702097,0.291762
264,0.246273,-0.788017,0.963704,0.649933,-0.00566542,0.702624,0.289612
265,0.259988,-0.798095,0.950287,0.649531,-0.00699248,0.703338,0.28875
266,0.269917,-0.800255,0.943196,0.649128,-0.00749948,0.704876,0.28588
267,0.289087,-0.810087,0.939843,0.647103,-0.00831211,0.707326,0.284392
268,0.302959,-0.811071,0.925477,0.644354,-0.00541316,0.71052,0.282737
269,0.316256,-0.817175,0.906844,0.640302,-0.00031545,0.714314,0.282434
270,0.336639,-0.820208,0.907962,0.634818,-0.00124663,0.72067,0.278639
271,0.342954,-0.824131,0.887472,0.629999,0.00130712,0.723565,0.282053
272,0.361472,-0.818328,0.888602,0.624877,-0.0045631,0.727617,0.282987
273,0.378035,-0.822794,0.863208,0.621091,-0.0054562,0.728332,0.289392
274,0.392041,-0.841752,0.873309,0.616264,-0.0126707,0.732102,0.289974
275,0.426838,-0.778524,0.84513,0.614566,-0.0125894,0.734273,0.288086
276,0.442708,-0.781055,0.835794,0.611476,-0.0132524,0.736232,0.289629
277,0.4595,-0.783349,0.827734,0.608796,-0.0144792,0.738543,0.28933
278,0.475078,-0.784871,0.824427,0.606352,-0.0137402,0.741434,0.287097
279,0.487966,-0.791081,0.81098,0.605006,-0.0101345,0.743466,0.284821
280,0.510434,-0.79353,0.809934,0.602846,-0.00931191,0.746278,0.282063
281,0.50546,-0.860411,0.803435,0.600395,-0.00697053,0.746412,0.28696
282,0.524804,-0.853606,0.797651,0.599829,-0.00426514,0.747536,0.285266
283,0.542627,-0.859851,0.790973,0.599132,-0.0014029,0.747492,0.286872
284,0.556926,-0.861168,0.784724,0.598651,0.00318798,0.747009,0.28911
285,0.574653,-0.866868,0.784416,0.596562,0.00635989,0.747595,0.291848
286,0.591559,-0.881395,0.780102,0.592878,0.00893559,0.748732,0.29634
287,0.604509,-0.878274,0.77305,0.588499,0.0124088,0.750616,0.300152
288,0.62046,-0.883984,0.766981,0.582268,0.0149062,0.753599,0.304681
289,0.638489,-0.883897,0.76227,0.574493,0.0170774,0.758019,0.308341
290,0.647171,-0.895474,0.749262,0.566806,0.0176451,0.762428,0.311646
291,0.669368,-0.905024,0.740113,0.556981,0.0165449,0.769002,0.313264
292,0.675867,-0.895844,0.729,0.547526,0.0180827,0.775926,0.312775
293,0.688859,-0.91134,0.725316,0.536072,0.0153756,0.78443,0.311544
294,0.697931,-0.913417,0.712958,0.524026,0.0141351,0.792522,0.311619
295,0.712126,-0.917536,0.697497,0.511344,0.0131392,0.800517,0.312294
296,0.717463,-0.925774,0.686884,0.498972,0.0140565,0.808108,0.312715
297,0.728349,-0.917523,0.667747,0.488483,0.0153424,0.813771,0.314525
298,0.738885,-0.926332,0.659258,0.47865,0.0136849,0.819297,0.315372
299,0.735048,-0.938871,0.635785,0.471211,0.0140203,0.821931,0.319678
300,0.748935,-0.931394,0.64941,0.463012,0.010509,0.826818,0.319189
301,0.767518,-0.907459,0.623415,0.458399,0.00981352,0.829271,0.319506
302,0.772635,-0.898791,0.625395,0.453798,0.00864762,0.831707,0.319774
303,0.769129,-0.917082,0.622592,0.449802,0.00810246,0.832422,0.323554
304,0.762929,-0.899055,0.615593,0.44834,0.010267,0.832873,0.32436
305,0.784347,-0.887635,0.611073,0.446194,0.00921016,0.834332,0.323598
306,0.789334,-0.895778,0.6034,0.444911,0.0099095,0.834091,0.325959
307,0.79778,-0.872701,0.592861,0.445045,0.011506,0.834452,0.324796
308,0.791678,-0.880763,0.578528,0.444979,0.0137871,0.833484,0.327274
309,0.770261,-0.870056,0.589913,0.445342,0.0144462,0.834175,0.324984
310,0.795125,-0.902284,0.566157,0.445343,0.00855193,0.833814,0.326115
311,0.75444,-0.859825,0.543224,0.449037,0.0100688,0.833066,0.3229
312,0.784927,-0.899862,0.547154,0.445744,0.00401066,0.834156,0.324776
313,0.783625,-0.897424,0.53846,0.444702,0.00036499,0.835114,0.323767
314,0.780556,-0.884775,0.528279,0.442313,-0.00177766,0.836673,0.323009
315,0.781225,-0.882258,0.525606,0.438256,-0.00400162,0.838142,0.324706
316,0.784945,-0.882468,0.523168,0.433247,-0.00705338,0.839803,0.327075
317,0.783456,-0.871088,0.519192,0.427562,-0.00898336,0.84203,0.328778
318,0.780646,-0.86097,0.511029,0.422622,-0.0117891,0.843842,0.330427
319,0.782576,-0.83908,0.511611,0.417796,-0.0137589,0.84636,0.330047
320,0.778044,-0.817022,0.506183,0.413389,-0.0136782,0.847956,0.331501
321,0.786099,-0.80721,0.506066,0.40693,-0.0178369,0.850451,0.3329
322,0.78105,-0.784925,0.506182,0.400695,-0.0183535,0.853431,0.332809
323,0.782899,-0.76997,0.505262,0.392772,-0.0192564,0.855974,0.335659
324,0.779973,-0.7493,0.505189,0.384992,-0.0188067,0.85867,0.337806
325,0.777776,-0.732838,0.501379,0.376822,-0.0196805,0.86099,0.341049
326,0.785124,-0.714071,0.508176,0.36711,-0.0202631,0.864417,0.342933
327,0.782011,-0.699054,0.505752,0.359013,-0.0202002,0.866329,0.346662
328,0.791563,-0.673631,0.511299,0.351073,-0.0216113,0.868442,0.349413
329,0.79594,-0.654074,0.511591,0.345189,-0.0214389,0.869824,0.351839
